team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
BUF,2022,BUF,BUF,Team Level,4on5,67,0.14,0.15,0.15,16879.0,56.17,7.02,3.22,7.73,1.75,16.96,37.33,6.76,7.02,6.76,65.0,9.0,15.0,89.0,6.0,6.0,1.0,4.0,0.0,9.0,49.0,59.0,68.0,10.0,20.0,110.0,51.0,52.0,14.0,41.0,24.0,9.0,1.25,3.2,2.57,1.0,2.0,3.0,89.0,74.0,74.0,13.0,0.73,1.6,1.6,6.14,6.14,6.12,313.73,42.47,27.46,65.45,10.1,186.95,98.59,40.32,42.47,40.32,314.0,117.0,92.0,523.0,46.0,34.0,10.0,53.0,8.0,167.0,123.0,268.0,385.0,10.0,20.0,185.0,14.0,14.0,42.0,297.0,76.0,58.0,7.8,8.87,25.8,5.0,7.0,34.0,523.0,431.0,431.0,5.0,7.17,8.82,8.82,40.81,40.81,39.29
BUF,2022,BUF,BUF,Team Level,5on4,67,0.86,0.87,0.84,20394.0,286.05,41.7,24.73,58.67,9.32,172.31,88.27,38.07,41.7,38.07,294.0,101.0,126.0,521.0,48.0,27.0,6.0,54.0,15.0,134.0,117.0,246.0,347.0,22.0,44.0,186.0,17.0,10.0,51.0,257.0,87.0,51.0,7.11,10.27,24.32,8.0,15.0,25.0,521.0,395.0,395.0,7.0,6.45,6.82,6.82,41.34,41.34,38.16,58.27,6.97,3.34,8.42,1.74,18.44,38.1,6.79,6.97,6.79,61.0,16.0,4.0,81.0,5.0,2.0,0.0,5.0,1.0,13.0,51.0,56.0,72.0,13.0,26.0,170.0,58.0,58.0,24.0,50.0,16.0,11.0,1.44,2.27,3.27,1.0,3.0,1.0,81.0,77.0,77.0,23.0,0.77,0.67,0.67,7.06,7.06,6.99
NJD,2022,NJD,NJD,Team Level,other,68,0.66,0.57,0.6,8198.0,144.88,37.16,10.13,23.64,4.72,75.61,48.73,33.81,37.16,33.81,145.0,55.0,57.0,257.0,36.0,11.0,4.0,17.0,7.0,70.0,59.0,109.0,164.0,5.0,10.0,103.0,26.0,26.0,15.0,82.0,66.0,52.0,3.43,8.01,25.72,6.0,12.0,18.0,257.0,200.0,200.0,4.0,2.89,3.6,3.6,36.46,36.46,34.47,97.7,19.47,7.33,17.34,3.29,54.38,32.19,18.7,19.47,18.7,92.0,42.0,59.0,193.0,19.0,10.0,2.0,9.0,1.0,56.0,39.0,73.0,115.0,9.0,18.0,89.0,35.0,19.0,18.0,71.0,37.0,26.0,2.78,4.32,12.37,4.0,4.0,11.0,193.0,134.0,134.0,6.0,2.17,2.41,2.41,19.24,19.24,18.8
NJD,2022,NJD,NJD,Team Level,all,68,0.56,0.53,0.54,248299.0,2353.0,248.0,158.23,545.11,78.57,1261.63,918.53,232.42,249.65,234.07,2333.0,878.0,1145.0,4356.0,237.0,242.0,33.0,421.0,68.0,1163.0,1080.0,2096.0,2974.0,219.0,474.0,2028.0,1147.0,501.0,623.0,2242.0,706.0,263.0,68.22,88.49,91.3,71.0,96.0,70.0,4411.37,3211.0,3248.88,308.0,34.97,52.23,52.29,230.67,232.26,224.67,1982.63,192.88,135.33,463.46,67.4,1094.07,803.86,185.54,192.9,185.58,1913.0,844.0,1031.0,3788.0,181.0,194.0,27.0,332.0,49.0,1001.0,1000.0,1732.0,2576.0,216.0,476.0,1904.0,1526.0,464.0,587.0,1981.0,580.0,196.0,57.55,70.39,64.94,53.0,65.0,63.0,3765.19,2757.0,2749.11,290.0,29.84,39.12,39.17,183.54,183.25,179.52
NJD,2022,NJD,NJD,Team Level,5on5,68,0.56,0.54,0.54,204116.0,1890.57,168.95,121.35,459.89,63.06,1008.58,754.24,160.99,170.59,162.64,1867.0,710.0,951.0,3528.0,162.0,192.0,22.0,354.0,55.0,911.0,903.0,1705.0,2415.0,198.0,434.0,1566.0,1070.0,402.0,530.0,1884.0,532.0,161.0,57.5,66.89,44.56,61.0,72.0,29.0,3583.37,2577.0,2614.88,283.0,25.19,38.93,38.99,155.15,156.72,153.15,1561.74,134.87,100.84,382.98,53.56,859.64,647.11,130.55,134.89,130.58,1511.0,668.0,842.0,3021.0,123.0,149.0,22.0,285.0,43.0,770.0,809.0,1388.0,2056.0,185.0,414.0,1531.0,1413.0,392.0,509.0,1603.0,459.0,117.0,46.64,55.76,32.47,44.0,47.0,32.0,2998.19,2179.0,2171.11,267.0,20.85,29.35,29.46,126.26,125.97,124.22
NJD,2022,NJD,NJD,Team Level,4on5,68,0.11,0.12,0.13,18769.0,41.76,4.06,1.97,6.13,1.39,13.25,29.21,4.0,4.06,4.0,44.0,12.0,10.0,66.0,6.0,3.0,1.0,4.0,0.0,11.0,32.0,38.0,50.0,6.0,12.0,175.0,34.0,63.0,18.0,40.0,10.0,6.0,1.16,1.28,1.62,1.0,2.0,3.0,66.0,56.0,56.0,18.0,0.46,0.65,0.65,3.87,3.87,3.85,266.81,33.41,24.45,54.58,8.82,162.03,85.72,31.19,33.41,31.19,255.0,114.0,120.0,489.0,32.0,35.0,3.0,33.0,5.0,159.0,105.0,223.0,337.0,17.0,34.0,155.0,21.0,9.0,42.0,252.0,71.0,46.0,6.53,8.65,18.22,4.0,10.0,18.0,489.0,369.0,369.0,2.0,6.2,7.36,7.31,32.3,32.3,30.78
NJD,2022,NJD,NJD,Team Level,5on4,68,0.88,0.86,0.83,17216.0,275.77,37.83,24.76,55.45,9.4,164.19,86.35,33.62,37.83,33.62,277.0,101.0,127.0,505.0,33.0,36.0,6.0,46.0,6.0,171.0,86.0,244.0,345.0,10.0,18.0,184.0,17.0,10.0,60.0,236.0,98.0,44.0,6.11,12.3,19.41,3.0,10.0,20.0,505.0,378.0,378.0,3.0,6.43,9.06,9.06,35.2,35.2,33.19,56.37,5.13,2.71,8.56,1.73,18.03,38.83,5.11,5.13,5.11,55.0,20.0,10.0,85.0,7.0,0.0,0.0,5.0,0.0,16.0,47.0,48.0,68.0,5.0,10.0,129.0,57.0,44.0,18.0,55.0,13.0,7.0,1.59,1.65,1.89,1.0,4.0,2.0,85.0,75.0,75.0,15.0,0.62,0.0,0.0,5.75,5.75,5.72
OTT,2022,OTT,OTT,Team Level,other,68,0.54,0.52,0.53,9790.0,138.2,31.21,10.3,23.01,4.47,71.53,45.48,28.37,31.21,28.37,140.0,46.0,49.0,235.0,28.0,16.0,4.0,22.0,4.0,54.0,62.0,112.0,158.0,10.0,26.0,114.0,24.0,17.0,24.0,86.0,56.0,44.0,3.52,7.2,20.48,4.0,7.0,17.0,235.0,186.0,186.0,10.0,3.03,5.54,5.54,28.7,28.7,27.93,121.54,26.57,8.39,21.72,3.94,61.44,42.94,22.92,26.57,22.92,115.0,50.0,52.0,217.0,22.0,9.0,0.0,14.0,4.0,59.0,57.0,93.0,143.0,11.0,26.0,117.0,27.0,21.0,23.0,91.0,35.0,39.0,3.57,4.24,18.75,4.0,4.0,14.0,217.0,165.0,165.0,11.0,2.52,2.9,2.71,26.37,26.37,23.77
OTT,2022,OTT,OTT,Team Level,all,68,0.51,0.51,0.51,246767.0,2287.1,238.7,164.05,517.36,75.61,1230.91,891.37,227.28,238.44,227.01,2247.0,871.0,1063.0,4181.0,212.0,231.0,23.0,439.0,69.0,1056.0,1111.0,2035.0,2906.0,297.0,687.0,2082.0,1926.0,477.0,658.0,2129.0,740.0,249.0,62.38,91.94,84.38,51.0,81.0,80.0,4162.25,3118.0,3108.23,423.0,37.02,44.32,44.32,231.39,230.96,225.32,2172.31,230.46,154.42,493.44,71.28,1167.49,851.97,218.93,232.39,220.81,2152.0,818.0,1025.0,3995.0,223.0,203.0,34.0,466.0,64.0,963.0,1051.0,1929.0,2747.0,308.0,718.0,1959.0,1656.0,437.0,638.0,2092.0,612.0,266.0,64.05,74.53,91.87,72.0,70.0,81.0,4048.23,2970.0,3004.55,386.0,34.69,42.33,42.4,222.69,224.49,217.95
OTT,2022,OTT,OTT,Team Level,5on5,68,0.51,0.51,0.51,189783.0,1676.88,149.53,111.01,401.41,55.46,904.14,675.45,144.21,149.28,143.95,1638.0,659.0,828.0,3125.0,123.0,150.0,11.0,347.0,56.0,787.0,834.0,1515.0,2174.0,262.0,605.0,1542.0,1820.0,379.0,522.0,1641.0,526.0,130.0,48.64,65.38,35.52,36.0,59.0,28.0,3106.25,2297.0,2287.23,364.0,23.04,28.72,28.72,143.85,143.41,140.93,1596.74,146.25,107.29,380.25,52.34,855.71,642.22,141.46,148.19,143.35,1582.0,603.0,798.0,2983.0,153.0,137.0,27.0,364.0,48.0,699.0,784.0,1429.0,2032.0,261.0,612.0,1425.0,1515.0,335.0,523.0,1576.0,459.0,150.0,48.81,56.13,41.31,61.0,53.0,39.0,3036.23,2185.0,2219.54,340.0,22.32,27.33,27.62,140.89,142.69,140.35
OTT,2022,OTT,OTT,Team Level,4on5,68,0.13,0.15,0.16,24073.0,73.01,7.39,4.04,10.53,2.52,24.74,51.78,7.33,7.39,7.33,86.0,15.0,16.0,117.0,4.0,4.0,0.0,8.0,2.0,16.0,67.0,82.0,97.0,8.0,16.0,202.0,49.0,60.0,46.0,71.0,18.0,12.0,1.69,2.46,3.24,1.0,2.0,1.0,117.0,101.0,101.0,45.0,0.93,0.78,0.78,7.54,7.54,7.48,379.2,48.22,34.57,81.14,12.51,226.9,117.67,45.52,48.22,45.52,373.0,148.0,160.0,681.0,39.0,49.0,6.0,80.0,10.0,190.0,153.0,334.0,482.0,24.0,48.0,225.0,48.0,19.0,58.0,367.0,91.0,63.0,10.1,10.65,27.46,6.0,7.0,26.0,681.0,521.0,521.0,3.0,8.89,9.79,9.77,47.34,47.34,45.89
OTT,2022,OTT,OTT,Team Level,5on4,68,0.84,0.86,0.84,23121.0,399.0,50.55,38.69,82.41,13.17,230.52,118.65,47.37,50.55,47.37,383.0,151.0,170.0,704.0,57.0,61.0,8.0,62.0,7.0,199.0,148.0,326.0,477.0,17.0,40.0,224.0,33.0,21.0,66.0,331.0,140.0,63.0,8.52,16.9,25.13,10.0,13.0,34.0,704.0,534.0,534.0,4.0,10.02,9.28,9.28,51.3,51.3,48.98,74.82,9.41,4.17,10.34,2.49,23.44,49.15,9.02,9.41,9.02,82.0,17.0,15.0,114.0,9.0,8.0,1.0,8.0,2.0,15.0,57.0,73.0,90.0,12.0,32.0,192.0,66.0,62.0,34.0,58.0,27.0,14.0,1.56,3.5,4.35,1.0,6.0,2.0,114.0,99.0,99.0,32.0,0.96,2.3,2.3,8.07,8.07,7.95
PHI,2022,PHI,PHI,Team Level,other,67,0.44,0.47,0.46,8106.0,102.75,20.69,7.12,18.74,3.3,54.71,33.45,19.84,20.69,19.84,102.0,36.0,54.0,192.0,16.0,9.0,1.0,15.0,4.0,44.0,50.0,86.0,122.0,7.0,14.0,77.0,23.0,20.0,11.0,73.0,39.0,26.0,2.7,4.85,13.15,2.0,3.0,11.0,192.0,138.0,138.0,5.0,2.04,2.55,2.55,20.18,20.18,19.87,117.83,26.49,7.71,20.96,3.86,61.84,41.15,24.71,26.49,24.71,122.0,40.0,56.0,218.0,36.0,11.0,2.0,19.0,6.0,49.0,41.0,86.0,126.0,2.0,4.0,103.0,22.0,13.0,20.0,89.0,40.0,33.0,3.55,5.3,17.65,7.0,9.0,20.0,218.0,162.0,162.0,7.0,2.14,3.4,3.4,25.23,25.23,24.26
PHI,2022,PHI,PHI,Team Level,all,67,0.45,0.47,0.48,243482.0,1967.44,184.6,135.36,459.49,65.34,1079.19,796.03,177.19,184.36,176.96,1970.0,750.0,939.0,3659.0,171.0,170.0,22.0,466.0,68.0,806.0,1039.0,1799.0,2549.0,252.0,604.0,1705.0,1865.0,397.0,495.0,2010.0,513.0,197.0,56.15,62.47,65.97,66.0,45.0,60.0,3635.17,2720.0,2706.39,331.0,29.55,36.08,36.16,177.98,177.58,173.76,2154.58,222.96,152.92,493.3,70.57,1178.87,855.39,213.3,224.3,214.54,2096.0,878.0,1173.0,4147.0,221.0,191.0,20.0,464.0,69.0,970.0,1059.0,1875.0,2753.0,249.0,595.0,2047.0,1548.0,449.0,602.0,2083.0,665.0,226.0,62.91,82.82,77.22,64.0,87.0,70.0,4188.45,2974.0,2998.75,363.0,33.79,39.43,39.43,217.32,218.62,213.24
PHI,2022,PHI,PHI,Team Level,5on5,67,0.47,0.47,0.49,198423.0,1576.29,130.62,104.85,382.26,52.51,864.98,645.77,126.93,130.39,126.71,1575.0,606.0,748.0,2929.0,117.0,135.0,17.0,402.0,50.0,628.0,849.0,1458.0,2064.0,231.0,562.0,1316.0,1761.0,318.0,422.0,1645.0,410.0,126.0,46.31,49.95,34.36,54.0,31.0,32.0,2905.17,2181.0,2167.39,300.0,21.64,26.55,26.64,125.63,125.22,123.59,1666.81,149.78,113.33,398.79,54.49,913.59,678.02,144.13,151.12,145.38,1631.0,677.0,955.0,3263.0,136.0,141.0,14.0,392.0,46.0,743.0,850.0,1495.0,2172.0,225.0,545.0,1584.0,1449.0,365.0,490.0,1662.0,506.0,140.0,49.23,62.95,37.61,46.0,64.0,26.0,3304.45,2308.0,2332.75,317.0,23.5,27.81,28.15,145.14,146.43,143.7
PHI,2022,PHI,PHI,Team Level,4on5,67,0.13,0.14,0.16,18737.0,62.03,6.22,3.27,8.5,1.91,19.56,43.55,6.18,6.22,6.18,69.0,14.0,14.0,97.0,11.0,2.0,0.0,3.0,3.0,14.0,50.0,58.0,72.0,5.0,10.0,151.0,50.0,46.0,26.0,57.0,17.0,9.0,1.57,2.14,2.52,2.0,6.0,3.0,97.0,83.0,83.0,24.0,0.75,0.33,0.33,6.64,6.64,6.62,312.87,40.97,29.07,65.53,10.37,186.07,95.99,38.91,40.97,38.91,278.0,150.0,153.0,581.0,45.0,35.0,4.0,49.0,16.0,168.0,115.0,233.0,383.0,13.0,26.0,203.0,17.0,18.0,54.0,276.0,108.0,44.0,8.38,13.13,19.45,9.0,14.0,22.0,581.0,428.0,428.0,5.0,7.51,7.5,7.16,41.32,41.32,39.73
PHI,2022,PHI,PHI,Team Level,5on4,67,0.83,0.84,0.81,18216.0,226.35,27.07,20.12,50.0,7.62,139.94,73.25,24.23,27.07,24.23,224.0,94.0,123.0,441.0,27.0,24.0,4.0,46.0,11.0,120.0,90.0,197.0,291.0,9.0,18.0,161.0,31.0,13.0,36.0,235.0,47.0,36.0,5.58,5.53,15.95,8.0,5.0,14.0,441.0,318.0,318.0,2.0,5.12,6.65,6.65,25.53,25.53,23.69,57.06,5.71,2.82,8.01,1.86,17.37,40.23,5.54,5.71,5.54,65.0,11.0,9.0,85.0,4.0,4.0,0.0,4.0,1.0,10.0,53.0,61.0,72.0,9.0,20.0,157.0,60.0,53.0,38.0,56.0,11.0,9.0,1.76,1.45,2.51,2.0,0.0,2.0,85.0,76.0,76.0,34.0,0.65,0.72,0.72,5.64,5.64,5.55
LAK,2022,LAK,LAK,Team Level,other,69,0.49,0.47,0.47,9484.0,128.35,25.99,8.37,22.0,4.11,62.97,52.63,24.39,25.99,24.39,125.0,52.0,50.0,227.0,27.0,7.0,0.0,15.0,5.0,54.0,69.0,98.0,150.0,7.0,14.0,116.0,34.0,13.0,22.0,92.0,55.0,30.0,3.63,6.96,15.4,2.0,9.0,16.0,227.0,177.0,177.0,15.0,2.33,2.54,2.54,25.72,25.72,24.55,148.04,26.77,11.09,26.32,4.93,82.93,49.97,24.99,26.77,24.99,141.0,61.0,58.0,260.0,28.0,12.0,1.0,28.0,6.0,71.0,57.0,113.0,174.0,5.0,12.0,118.0,36.0,24.0,16.0,105.0,64.0,33.0,4.44,7.95,14.38,6.0,8.0,14.0,260.0,202.0,202.0,6.0,3.18,3.22,3.22,26.73,26.73,25.58
LAK,2022,LAK,LAK,Team Level,all,69,0.53,0.52,0.53,252260.0,2253.5,227.65,156.78,515.75,73.96,1237.74,896.2,217.64,228.16,218.15,2242.0,867.0,1022.0,4131.0,231.0,194.0,31.0,483.0,76.0,1042.0,1083.0,2011.0,2878.0,267.0,566.0,2037.0,1465.0,341.0,525.0,2179.0,694.0,236.0,63.49,84.72,79.44,63.0,92.0,76.0,4153.13,3109.0,3129.67,359.0,34.68,41.65,41.7,220.56,221.0,214.9,2017.26,202.55,142.24,456.0,65.92,1114.66,796.64,193.19,202.49,193.18,1949.0,829.0,1112.0,3890.0,222.0,176.0,24.0,435.0,67.0,918.0,960.0,1727.0,2556.0,264.0,563.0,1813.0,1902.0,412.0,476.0,1973.0,609.0,196.0,58.98,75.21,68.37,85.0,74.0,63.0,3878.33,2778.0,2771.25,311.0,31.67,38.95,38.95,195.27,195.56,190.36
LAK,2022,LAK,LAK,Team Level,5on5,69,0.53,0.52,0.54,201166.0,1757.96,154.84,116.56,422.05,57.66,966.8,710.1,148.62,155.35,149.12,1748.0,680.0,814.0,3242.0,146.0,156.0,27.0,394.0,57.0,823.0,852.0,1602.0,2282.0,229.0,487.0,1528.0,1347.0,292.0,426.0,1765.0,511.0,152.0,51.51,61.67,41.65,49.0,65.0,32.0,3264.13,2428.0,2448.67,301.0,24.11,33.29,33.35,145.61,146.05,142.99,1525.55,136.87,102.88,360.68,49.82,832.7,617.05,130.72,136.81,130.7,1455.0,645.0,878.0,2978.0,140.0,133.0,15.0,342.0,49.0,677.0,759.0,1315.0,1960.0,234.0,498.0,1328.0,1768.0,343.0,376.0,1520.0,458.0,122.0,45.7,57.4,33.77,67.0,51.0,22.0,2966.33,2100.0,2093.25,255.0,21.33,27.89,28.33,129.86,130.14,127.35
LAK,2022,LAK,LAK,Team Level,4on5,69,0.12,0.1,0.13,20809.0,44.69,4.92,2.34,6.09,1.41,14.24,31.01,4.9,4.92,4.9,55.0,5.0,5.0,65.0,5.0,1.0,1.0,3.0,0.0,9.0,42.0,50.0,55.0,9.0,18.0,161.0,55.0,30.0,39.0,41.0,11.0,8.0,1.19,1.39,2.34,2.0,1.0,2.0,65.0,60.0,60.0,39.0,0.54,0.47,0.47,4.98,4.98,4.96,297.63,34.55,26.07,62.38,9.74,184.35,95.91,33.2,34.55,33.2,299.0,114.0,163.0,576.0,47.0,30.0,8.0,61.0,11.0,156.0,108.0,252.0,366.0,18.0,36.0,197.0,23.0,10.0,34.0,303.0,75.0,35.0,7.4,8.46,18.69,11.0,11.0,25.0,576.0,413.0,413.0,3.0,6.67,7.53,7.09,34.13,34.13,32.9
LAK,2022,LAK,LAK,Team Level,5on4,69,0.91,0.89,0.88,20801.0,322.51,41.9,29.52,65.62,10.79,193.73,102.46,39.74,41.9,39.74,314.0,130.0,153.0,597.0,53.0,30.0,3.0,71.0,14.0,156.0,120.0,261.0,391.0,22.0,47.0,232.0,29.0,6.0,38.0,281.0,117.0,46.0,7.15,14.7,20.04,10.0,17.0,26.0,597.0,444.0,444.0,4.0,7.7,5.34,5.34,44.25,44.25,42.4,46.05,4.36,2.21,6.62,1.43,14.67,33.71,4.3,4.36,4.3,54.0,9.0,13.0,76.0,7.0,1.0,0.0,4.0,1.0,14.0,36.0,47.0,56.0,7.0,17.0,170.0,75.0,35.0,50.0,45.0,12.0,6.0,1.44,1.41,1.51,1.0,4.0,2.0,76.0,63.0,63.0,47.0,0.5,0.31,0.31,4.56,4.56,4.54
NYR,2022,NYR,NYR,Team Level,other,68,0.54,0.53,0.53,8362.0,132.06,32.22,9.41,22.92,4.52,70.92,43.02,30.8,32.22,30.8,116.0,67.0,68.0,251.0,34.0,9.0,1.0,8.0,5.0,75.0,52.0,82.0,149.0,10.0,20.0,118.0,22.0,24.0,21.0,88.0,54.0,41.0,3.46,6.68,22.07,4.0,6.0,24.0,251.0,183.0,183.0,4.0,2.76,2.08,2.08,32.9,32.9,31.63,121.81,27.62,8.95,21.05,4.13,62.06,38.18,25.03,27.62,25.03,120.0,42.0,58.0,220.0,23.0,10.0,3.0,20.0,1.0,60.0,48.0,97.0,139.0,6.0,12.0,94.0,23.0,10.0,20.0,67.0,55.0,40.0,2.4,6.67,18.56,2.0,8.0,13.0,220.0,162.0,162.0,7.0,2.68,4.5,4.5,25.81,25.81,24.01
NYR,2022,NYR,NYR,Team Level,all,68,0.51,0.52,0.53,248514.0,2206.84,214.68,156.36,501.05,73.05,1235.29,884.58,206.6,216.15,207.99,2167.0,898.0,1018.0,4083.0,222.0,168.0,14.0,353.0,51.0,1207.0,1064.0,1945.0,2843.0,223.0,506.0,1818.0,1743.0,535.0,736.0,2247.0,624.0,194.0,67.92,75.46,71.31,75.0,82.0,65.0,4112.93,3065.0,3084.18,355.0,34.88,29.9,29.9,219.66,221.07,215.47,2020.57,205.67,140.19,464.34,66.72,1088.54,794.61,195.48,205.34,195.23,1991.0,770.0,992.0,3753.0,189.0,173.0,28.0,304.0,37.0,992.0,1067.0,1802.0,2572.0,238.0,546.0,1891.0,1498.0,477.0,680.0,1945.0,602.0,214.0,57.03,74.44,74.19,67.0,64.0,58.0,3742.28,2761.0,2759.03,338.0,31.04,39.62,40.01,196.7,196.51,191.23
NYR,2022,NYR,NYR,Team Level,5on5,68,0.49,0.51,0.51,202616.0,1637.88,132.86,108.71,391.15,53.71,910.14,675.43,129.14,134.33,130.54,1631.0,641.0,806.0,3078.0,142.0,117.0,10.0,283.0,39.0,878.0,813.0,1489.0,2130.0,191.0,439.0,1379.0,1659.0,438.0,634.0,1723.0,447.0,102.0,51.7,53.67,27.5,57.0,64.0,21.0,3107.93,2272.0,2291.18,327.0,22.46,21.43,21.51,133.81,135.22,133.01,1609.62,139.42,107.45,387.8,53.23,864.97,647.19,134.37,139.1,134.11,1582.0,619.0,812.0,3013.0,131.0,133.0,19.0,249.0,32.0,792.0,865.0,1451.0,2070.0,210.0,487.0,1472.0,1414.0,418.0,566.0,1603.0,471.0,127.0,48.06,58.2,33.16,63.0,44.0,24.0,3002.28,2201.0,2199.03,304.0,22.29,25.07,25.45,136.26,136.07,133.85
NYR,2022,NYR,NYR,Team Level,4on5,68,0.16,0.19,0.21,17797.0,68.93,6.68,3.53,9.85,2.01,21.04,47.88,6.66,6.68,6.66,67.0,24.0,12.0,103.0,6.0,2.0,0.0,6.0,0.0,16.0,61.0,61.0,85.0,9.0,18.0,116.0,42.0,56.0,18.0,63.0,20.0,8.0,2.21,2.39,2.08,2.0,2.0,2.0,103.0,91.0,91.0,16.0,0.82,0.06,0.06,7.45,7.45,7.43,242.17,34.17,21.51,48.59,7.92,146.75,77.04,31.71,34.17,31.71,238.0,98.0,108.0,444.0,31.0,27.0,6.0,33.0,4.0,129.0,112.0,207.0,305.0,14.0,28.0,171.0,18.0,15.0,74.0,232.0,62.0,42.0,5.6,7.67,20.9,2.0,10.0,19.0,444.0,336.0,336.0,8.0,5.55,9.02,9.02,30.7,30.7,29.44
NYR,2022,NYR,NYR,Team Level,5on4,68,0.91,0.9,0.89,19739.0,367.96,42.92,34.71,77.13,12.82,233.18,118.26,39.99,42.92,39.99,353.0,166.0,132.0,651.0,40.0,40.0,3.0,56.0,7.0,238.0,138.0,313.0,479.0,13.0,29.0,205.0,20.0,17.0,63.0,373.0,103.0,43.0,10.55,12.71,19.65,12.0,10.0,18.0,651.0,519.0,519.0,8.0,8.84,6.33,6.25,45.51,45.51,43.4,46.95,4.46,2.26,6.91,1.43,14.75,32.2,4.39,4.46,4.39,51.0,11.0,14.0,76.0,4.0,3.0,0.0,2.0,0.0,11.0,42.0,47.0,58.0,8.0,19.0,154.0,43.0,34.0,20.0,43.0,14.0,5.0,0.98,1.9,1.57,0.0,2.0,2.0,76.0,62.0,62.0,19.0,0.52,1.04,1.04,3.94,3.94,3.92
CAR,2022,CAR,CAR,Team Level,other,66,0.52,0.58,0.57,7587.0,128.96,27.94,9.14,23.75,4.3,68.28,44.59,25.71,27.94,25.71,123.0,55.0,63.0,241.0,26.0,7.0,2.0,21.0,3.0,70.0,51.0,97.0,152.0,5.0,10.0,102.0,22.0,20.0,20.0,83.0,57.0,38.0,3.24,7.36,17.34,6.0,8.0,12.0,241.0,178.0,178.0,10.0,2.62,1.86,2.19,28.38,28.38,26.49,101.49,26.06,7.05,17.43,3.15,49.49,31.82,23.89,26.06,23.89,102.0,33.0,41.0,176.0,25.0,11.0,2.0,11.0,5.0,40.0,43.0,77.0,110.0,8.0,16.0,92.0,29.0,26.0,17.0,63.0,37.0,35.0,2.75,4.55,18.77,2.0,11.0,12.0,176.0,135.0,135.0,5.0,2.06,5.13,5.13,23.0,23.0,22.61
CAR,2022,CAR,CAR,Team Level,all,66,0.59,0.6,0.59,241245.0,2431.52,242.56,174.05,592.45,83.12,1353.22,958.59,229.48,245.57,232.34,2304.0,1100.0,1108.0,4512.0,218.0,285.0,39.0,520.0,81.0,1252.0,1048.0,2086.0,3186.0,237.0,490.0,2138.0,1123.0,622.0,583.0,2467.0,669.0,268.0,70.81,81.7,90.06,79.0,71.0,68.0,4608.49,3404.0,3462.04,251.0,38.65,54.61,54.62,226.6,229.22,221.34,1700.59,170.83,120.6,385.42,55.7,920.18,682.26,161.66,169.48,160.38,1700.0,635.0,686.0,3021.0,166.0,158.0,17.0,315.0,49.0,740.0,907.0,1534.0,2169.0,229.0,475.0,1879.0,1515.0,494.0,606.0,1650.0,518.0,167.0,46.31,62.99,61.54,56.0,70.0,40.0,2966.7,2335.0,2303.26,321.0,26.95,35.49,35.52,162.27,161.1,157.27
